1.000000000000000000e+00;2.648705444335937500e+02;5.359999999999999432e+01
2.000000000000000000e+00;2.530698394775390625e+02;5.910000000000000142e+01
3.000000000000000000e+00;2.436434631347656250e+02;6.019999999999999574e+01
4.000000000000000000e+00;2.228910369873046875e+02;6.029999999999999716e+01
5.000000000000000000e+00;1.814535369873046875e+02;6.870000000000000284e+01
6.000000000000000000e+00;1.304435119628906250e+02;7.629999999999999716e+01
7.000000000000000000e+00;1.117919464111328125e+02;8.100000000000000000e+01
8.000000000000000000e+00;1.036350326538085938e+02;8.470000000000000284e+01
9.000000000000000000e+00;9.730398559570312500e+01;8.729999999999999716e+01
1.000000000000000000e+01;9.168266296386718750e+01;8.920000000000000284e+01
1.100000000000000000e+01;8.646180725097656250e+01;9.140000000000000568e+01
1.200000000000000000e+01;8.160617828369140625e+01;9.209999999999999432e+01
1.300000000000000000e+01;7.716787719726562500e+01;9.279999999999999716e+01
1.400000000000000000e+01;7.317494201660156250e+01;9.350000000000000000e+01
1.500000000000000000e+01;6.960398101806640625e+01;9.400000000000000000e+01
1.600000000000000000e+01;6.641541290283203125e+01;9.450000000000000000e+01
1.700000000000000000e+01;6.358873748779296875e+01;9.429999999999999716e+01
1.800000000000000000e+01;6.111702728271484375e+01;9.409999999999999432e+01
1.900000000000000000e+01;5.898631668090820312e+01;9.409999999999999432e+01
2.000000000000000000e+01;5.716275405883789062e+01;9.440000000000000568e+01
2.100000000000000000e+01;5.559619140625000000e+01;9.429999999999999716e+01
2.200000000000000000e+01;5.423329544067382812e+01;9.429999999999999716e+01
2.300000000000000000e+01;5.302771377563476562e+01;9.429999999999999716e+01
2.400000000000000000e+01;5.194382095336914062e+01;9.420000000000000284e+01
2.500000000000000000e+01;5.095578765869140625e+01;9.440000000000000568e+01
2.600000000000000000e+01;5.004502868652343750e+01;9.440000000000000568e+01
2.700000000000000000e+01;4.919821166992187500e+01;9.420000000000000284e+01
2.800000000000000000e+01;4.840579223632812500e+01;9.420000000000000284e+01
2.900000000000000000e+01;4.766078567504882812e+01;9.429999999999999716e+01
3.000000000000000000e+01;4.695825576782226562e+01;9.409999999999999432e+01
3.100000000000000000e+01;4.629470825195312500e+01;9.409999999999999432e+01
3.200000000000000000e+01;4.566755294799804688e+01;9.420000000000000284e+01
3.300000000000000000e+01;4.507490539550781250e+01;9.420000000000000284e+01
3.400000000000000000e+01;4.451520156860351562e+01;9.420000000000000284e+01
3.500000000000000000e+01;4.398669815063476562e+01;9.429999999999999716e+01
3.600000000000000000e+01;4.348767852783203125e+01;9.429999999999999716e+01
3.700000000000000000e+01;4.301612854003906250e+01;9.440000000000000568e+01
3.800000000000000000e+01;4.256991958618164062e+01;9.440000000000000568e+01
3.900000000000000000e+01;4.214661407470703125e+01;9.450000000000000000e+01
4.000000000000000000e+01;4.174388885498046875e+01;9.470000000000000284e+01
4.100000000000000000e+01;4.135927581787109375e+01;9.479999999999999716e+01
4.200000000000000000e+01;4.099054718017578125e+01;9.479999999999999716e+01
4.300000000000000000e+01;4.063565063476562500e+01;9.479999999999999716e+01
4.400000000000000000e+01;4.029253005981445312e+01;9.479999999999999716e+01
4.500000000000000000e+01;3.995947647094726562e+01;9.479999999999999716e+01
4.600000000000000000e+01;3.963496017456054688e+01;9.490000000000000568e+01
4.700000000000000000e+01;3.931742477416992188e+01;9.490000000000000568e+01
4.800000000000000000e+01;3.900547790527343750e+01;9.490000000000000568e+01
4.900000000000000000e+01;3.869802856445312500e+01;9.500000000000000000e+01
5.000000000000000000e+01;3.839392089843750000e+01;9.500000000000000000e+01
5.100000000000000000e+01;3.809241485595703125e+01;9.500000000000000000e+01
5.200000000000000000e+01;3.779285812377929688e+01;9.500000000000000000e+01
5.300000000000000000e+01;3.749485778808593750e+01;9.500000000000000000e+01
5.400000000000000000e+01;3.719813156127929688e+01;9.509999999999999432e+01
5.500000000000000000e+01;3.690269088745117188e+01;9.509999999999999432e+01
5.600000000000000000e+01;3.660839080810546875e+01;9.509999999999999432e+01
5.700000000000000000e+01;3.631521224975585938e+01;9.520000000000000284e+01
5.800000000000000000e+01;3.602310943603515625e+01;9.520000000000000284e+01
5.900000000000000000e+01;3.573226928710937500e+01;9.520000000000000284e+01
6.000000000000000000e+01;3.544295883178710938e+01;9.520000000000000284e+01
6.100000000000000000e+01;3.515571594238281250e+01;9.509999999999999432e+01
6.200000000000000000e+01;3.487114715576171875e+01;9.509999999999999432e+01
6.300000000000000000e+01;3.459040451049804688e+01;9.509999999999999432e+01
6.400000000000000000e+01;3.431435012817382812e+01;9.520000000000000284e+01
6.500000000000000000e+01;3.404405593872070312e+01;9.529999999999999716e+01
6.600000000000000000e+01;3.378030014038085938e+01;9.529999999999999716e+01
6.700000000000000000e+01;3.352377700805664062e+01;9.529999999999999716e+01
6.800000000000000000e+01;3.327496337890625000e+01;9.520000000000000284e+01
6.900000000000000000e+01;3.303412628173828125e+01;9.529999999999999716e+01
7.000000000000000000e+01;3.280122756958007812e+01;9.540000000000000568e+01
7.100000000000000000e+01;3.257627868652343750e+01;9.550000000000000000e+01
7.200000000000000000e+01;3.235906219482421875e+01;9.559999999999999432e+01
7.300000000000000000e+01;3.214937591552734375e+01;9.559999999999999432e+01
7.400000000000000000e+01;3.194693946838378906e+01;9.570000000000000284e+01
7.500000000000000000e+01;3.175144958496093750e+01;9.579999999999999716e+01
7.600000000000000000e+01;3.156261444091796875e+01;9.579999999999999716e+01
7.700000000000000000e+01;3.138014411926269531e+01;9.579999999999999716e+01
7.800000000000000000e+01;3.120362472534179688e+01;9.579999999999999716e+01
7.900000000000000000e+01;3.103279876708984375e+01;9.590000000000000568e+01
8.000000000000000000e+01;3.086739349365234375e+01;9.600000000000000000e+01
8.100000000000000000e+01;3.070708847045898438e+01;9.609999999999999432e+01
8.200000000000000000e+01;3.055159568786621094e+01;9.609999999999999432e+01
8.300000000000000000e+01;3.040069770812988281e+01;9.609999999999999432e+01
8.400000000000000000e+01;3.025414657592773438e+01;9.620000000000000284e+01
8.500000000000000000e+01;3.011172103881835938e+01;9.620000000000000284e+01
8.600000000000000000e+01;2.997322273254394531e+01;9.629999999999999716e+01
8.700000000000000000e+01;2.983845710754394531e+01;9.650000000000000000e+01
8.800000000000000000e+01;2.970717811584472656e+01;9.659999999999999432e+01
8.900000000000000000e+01;2.957932662963867188e+01;9.670000000000000284e+01
9.000000000000000000e+01;2.945466041564941406e+01;9.670000000000000284e+01
9.100000000000000000e+01;2.933303451538085938e+01;9.670000000000000284e+01
9.200000000000000000e+01;2.921422767639160156e+01;9.670000000000000284e+01
9.300000000000000000e+01;2.909822082519531250e+01;9.679999999999999716e+01
9.400000000000000000e+01;2.898464775085449219e+01;9.679999999999999716e+01
9.500000000000000000e+01;2.887348937988281250e+01;9.700000000000000000e+01
9.600000000000000000e+01;2.876455116271972656e+01;9.700000000000000000e+01
9.700000000000000000e+01;2.865774917602539062e+01;9.700000000000000000e+01
9.800000000000000000e+01;2.855281639099121094e+01;9.720000000000000284e+01
9.900000000000000000e+01;2.844979095458984375e+01;9.729999999999999716e+01
1.000000000000000000e+02;2.834839630126953125e+01;9.729999999999999716e+01
